Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Song of the Ancients (From ""Nier: Gestalt"")","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791408","43jYIs4u3qq3T0pIvdoThj"
"Kaine (Salvation) [From ""NieR: Gestalt""]","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791406","4jk3pRYer26Ie4ZkGZZfVe"
"Emil (From ""NieR: Gestalt"")","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791405","5EMGdpNDc0LnQi1hl5iIri"
"City Ruins (Rays of Light) [From ""NieR: Automata""]","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791410","58zuOvv2SLB9YUXExqi7lP"
"Vague Hope (Cold Rain) [From ""NieR: Automata""]","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791407","2C9Ny1ydL2mHRE4BmhbKF1"
"Weight of the World (From ""NieR: Automata"")","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791411","7h3JmVKbqDExOFQ9SByYPx"
"Mad World (feat. Gary Jules)","Michael Andrews","Donnie Darko (Original Motion Picture Soundtrack)","Favorite Songs","Favorite","USER80100317","511ndT2nNWnvAzPdzo8wBO"
"Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack","Lorde","Los Juegos Del Hambre: En Llamas (Deluxe Edition)","Favorite Songs","Favorite","NZUM71300190","4GZ7swGhoOMcnMvShyD4po"
"Despacito (Featuring Daddy Yankee)","Luis Fonsi","Despacito (Featuring Daddy Yankee)","Favorite Songs","Favorite","USUM71607007","4aWmUDTfIPGksMNLV2rQP2"
"Young And Beautiful","Lana Del Rey","Young And Beautiful","Favorite Songs","Favorite","GBUM71301823","5UzTtUZper0CphnqZYvsIu"
"Sister Song","Perfume Genius","Put Your Back N 2 It","Favorite Songs","Favorite","GB7TY1102012","2FWIv8b2MsV1L5MrsIXPiV"
"The Scientist","Tyler Ward","Tyler Ward Covers, Vol. 5","Favorite Songs","Favorite","GBDMT1300926","34dnNAUoIPcwnK0RtVMBWZ"
"The Scientist","Coldplay","A Rush of Blood to the Head","Favorite Songs","Favorite","GBAYE0200772","75JFxkI2RXiU7L9VXzMkle"
"Somebody That I Used To Know","Gotye","Making Mirrors","Favorite Songs","Favorite","AUZS21100040","1qDrWA6lyx8cLECdZE7TV7"
"Dear You -Feel- (From ""Higurashi no Naku Koro ni"")","Kenzie Smith Piano","Anime Music Collection Piano Solo, Vol. 5","Favorite Songs","Favorite","USY281610562","4G13AtjKh0YjJ5wTAdT9un"
"In Need","Gert Taberner","Fallen","Favorite Songs","Favorite","TCACR1625463","0P57j6r6TcFMqocbr4DNik"
"Piano Trio No. 2 in E-Flat Major, Op. 100, D. 929: II. Andante con moto","Franz Schubert","Oistrakh Collection, Vol. 3: Schubert Piano Trios Nos. 1 & 2","Favorite Songs","Favorite","CAAGN1671006","6Ze2sHWKgucwJwtTOwdGm1"
"Father And Son","Yusuf / Cat Stevens","Tea For The Tillerman (Remastered)","Favorite Songs","Favorite","GBAAN7000042","2tbdjsdJ9xtyunKnZBkGxF"
"I'm Yours","Jason Mraz","We Sing. We Dance. We Steal Things.","Favorite Songs","Favorite","USEE10800667","1EzrEOXmMH3G43AXT1y7pA"
"Automatic","ZHU","Genesis Series","Favorite Songs","Favorite","USSM11506359","1NB0VPwAw6Rx8b9qvDKB5M"
"Bad Apple!! (From ""Touhou"") [Japanese Vocal Version]","Japan Daisuki","Kawaii!: Anime Songs and J-Pops","Favorite Songs","Favorite","DEY340403475","5M1NTt47ZiFH1QKMyh4BpJ"
"Flower Dance","DJ Okawari","Libyus Music Sound History 2004-2010","Favorite Songs","Favorite","JPZ921010253","53CfmyDc5M5gkDD10zy05k"
"","","","Favorite Songs","Favorite","","4Vu09TiueASvmxn6IeTQmT"
"Beautiful","Crush","Guardian (Original Television Soundtrack), Pt. 4","Favorite Songs","Favorite","KRA491600894","6mzF8HvHdVrzJNd8M1uFCS"
"The Simple Things","Michael Carreon","Love Adolescent","Favorite Songs","Favorite","TCABS1300916","755gQFe8AygwKePVjrMDoj"
"Mask Off","Future","FUTURE","Favorite Songs","Favorite","USSM11701444","3rOSwuTsUlJp0Pu0MkN8r8"
"SUBEME LA RADIO","Enrique Iglesias","SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Favorite Songs","Favorite","USRC11700058","7nKBxz47S9SD79N086fuhn"
"Not Today","Imagine Dragons","Me Before You (Original Motion Picture Soundtrack)","Favorite Songs","Favorite","USUM71603402","3Y6ILqXqCBNwBTxVda8Z68"
"Highway to Hell","AC/DC","Highway to Hell","Favorite Songs","Favorite","AUAP07900028","2zYzyRzz6pRmhPzyfMEC8s"
"Back In Black","AC/DC","Back In Black","Favorite Songs","Favorite","AUAP08000046","08mG3Y1vljYA6bvDt4Wqkj"
"Photograph","Ed Sheeran","x (Deluxe Edition)","Favorite Songs","Favorite","GBAHS1400094","1HNkqx9Ahdgi1Ixy2xkKkL"
"Somewhere Only We Know","AJ","Somewhere Only We Know","Favorite Songs","Favorite","TCABU1412081","5iR7HWSaba10xe4Kio1Qlx"
"Face the Sun","James Blunt","Moon Landing (Deluxe Edition)","Favorite Songs","Favorite","GBAHS1300314","4cxnMKZRc7m5ZT1ECTzkRJ"
"How to Save a Life","The Fray","How To Save A Life","Favorite Songs","Favorite","USSM10601178","5fVZC9GiM4e8vu99W0Xf6J"
"Sad Song (feat. Elena Coats)","We The Kings","Somewhere Somehow","Favorite Songs","Favorite","QMGKG1300017","7xpraKSakDJ6WWgjQEtvgT"
"a thousand years","Christina Perri","a thousand years","Favorite Songs","Favorite","USAT21102141","6lanRgr6wXibZr8KgzXxBl"
"All of the Stars","Ed Sheeran","The Fault In Our Stars: Music From The Motion Picture","Favorite Songs","Favorite","USAT21401437","3SZLtkoHoECHHuOnNkNCuS"
"No Mercy","The Living Tombstone","No Mercy","Favorite Songs","Favorite","QZ4JJ1733855","3tbwKbrgDNjT4JvM4SVAtz"
"After All Is Said and Done","Junip","Junip","Favorite Songs","Favorite","SEWMP1300110","0dJ7RZxSKx853SJk8bY0Fc"
"Neopolitan Dreams","Lisa Mitchell","Wonder","Favorite Songs","Favorite","GBARL0900654","72NKW5OMmDQkqmTvh08P2e"
"Fiction","The xx","Coexist","Favorite Songs","Favorite","GBBKS1200087","2WWkBERKDC4MZN8nhiAdQQ"
"Normal Song","Perfume Genius","Put Your Back N 2 It","Favorite Songs","Favorite","GB7TY1102002","7eqvBMxS4zAunq8DlI4Jij"
"Hello","Adele","25","Favorite Songs","Favorite","GBBKS1500214","4sPmO7WMQUAf45kwMOtONw"
"Heartbreak Story","The Wanted","Word Of Mouth (Deluxe)","Favorite Songs","Favorite","GBUM71304770","3sxnWc4zmcftJwlazQaFGH"
"It's Strange (feat. K.Flay)","Louis The Child","It's Strange (feat. K.Flay)","Favorite Songs","Favorite","TCACI1515173","2Th9BGKvfZG8bKQSACitwG"
"Take Me to Church","Hozier","Hozier","Favorite Songs","Favorite","USSM11307291","0aOluBqXYd0rFSCsgDyAWX"
"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","Nine Track Mind","Favorite Songs","Favorite","USAT21502909","37FXw5QGFN7uwwsLy8uAc0"
"I'm Not The Only One","Sam Smith","In The Lonely Hour","Favorite Songs","Favorite","GBUM71308836","0fioLzGM8ngbD1w6fMmm45"
"Payphone","Maroon 5","Overexposed","Favorite Songs","Favorite","USUM71203347","1LmN9SSHISbtp9LoaR5ZVJ"
"Someone Like You","Adele","21","Favorite Songs","Favorite","GBBKS1000351","6QPKYGnAW9QozVz2dSWqRg"
"Apologize","OneRepublic","Dreaming Out Loud","Favorite Songs","Favorite","USUM70757102","1NrJYpdAi7uosDRPmSYrsG"
"When We Were Young","Adele","25","Favorite Songs","Favorite","GBBKS1500217","0cj2joJcY6b4XSRfj2eZOl"
"Lego House","Ed Sheeran","+","Favorite Songs","Favorite","GBAHS1100206","5ubHAQtKuFfiG4FXfLP804"
"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)","Green Day","American Idiot - The Original Broadway Cast Recording","Favorite Songs","Favorite","USRE11000177","41pFyxOpS119Pb8JEzhx0w"
"I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN","I Don’t Wanna Live Forever (Fifty Shades Darker)","Favorite Songs","Favorite","USQ4E1602586","3NdDpSvN911VPGivFlV5d0"
"True Love Ways","Buddy Holly","The Very Best Of Buddy Holly","Favorite Songs","Favorite","USMC15805869","7KW8zYlJwFieEHMgMresJN"
"Something Wild","Lindsey Stirling","Brave Enough (Deluxe Edition)","Favorite Songs","Favorite","TCACO1625909","1lERZub1j4jIGwBOmtSjbN"
"Paris","The Chainsmokers","Paris","Favorite Songs","Favorite","USQX91603031","15vzANxN8G9wWfwAJLLMCg"
"Shape of You","Ed Sheeran","Shape of You","Favorite Songs","Favorite","GBAHS1600463","0FE9t6xYkqWXU2ahLh6D8X"
"Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (2011 Remaster)","Favorite Songs","Favorite","GBUM71029604","1AhDOtG9vPSOmsWgNW0BEY"
"Stressed Out","Twenty One Pilots","Blurryface","Favorite Songs","Favorite","USAT21500597","3CRDbSIZ4r5MsZ0YwxuEkn"
"Bring On the Wonder (Original Acoustic Version)","Susan Enan","Bring On the Wonder (Original Acoustic Version) - Single","Favorite Songs","Favorite","USTCF1009035","28yoMPlf64c9ETUaCocq5l"
"Can't Get You out of My Head","Kylie Minogue","Fever","Favorite Songs","Favorite","GBAYE0100913","3E7ZwUMJFqpsDOJzEkBrQ7"
"Stuck In The Middle With You","Stealers Wheel","Stuck In The Middle With You - The Hits Collection","Favorite Songs","Favorite","GBAAM7200002","4090PyjhaukeGh0c93jh1Y"
"She","Elvis Costello","In Motion Pictures","Favorite Songs","Favorite","USIR29900128","6OguEkETIgjJs48LKaOjdZ"
"Thinking out Loud","Ed Sheeran","x (Deluxe Edition)","Favorite Songs","Favorite","GBAHS1400099","34gCuhDGsG4bRPIf9bb02f"
"Shape Of My Heart","Sting","Ten Summoner's Tales","Favorite Songs","Favorite","GBAAM9390010","2vdId18EePzFhwfp4ryqFq"
"Noctis (Piano Version)","Sasai Kudasai","Reminiscence of Final Fantasy XV","Favorite Songs","Favorite","TCACS1643107","2BqJy8dJsryFaSEprTpmdx"
"Too Much Is Never Enough","Florence + The Machine","Songs From Final Fantasy XV","Favorite Songs","Favorite","GBUM71604434","58ReVGi4ebvbKyKJ1wvYV0"
"Stand By Me","Florence + The Machine","Songs From Final Fantasy XV","Favorite Songs","Favorite","GBUM71604433","1FGvbfMafLBdymgrtGAZYh"
"I Will Be","Florence + The Machine","Songs From Final Fantasy XV","Favorite Songs","Favorite","GBUM71604435","1iMb1jyHjn1EOfQUPmkiId"
"See You Again (feat. Charlie Puth)","Wiz Khalifa","See You Again (feat. Charlie Puth)","Favorite Songs","Favorite","USAT21500313","7wqSzGeodspE3V6RBD5W8L"
"Bang Bang - My Baby Shot Me Down","Nancy Sinatra","Kill Bill Vol. 1 Original Soundtrack (PA Version)","Favorite Songs","Favorite","USRHD0530690","1s2I9Q7zAE78m7aVZOq3ug"
"Hurt","Johnny Cash","Unearthed","Favorite Songs","Favorite","USDJ20200650","4dDZyGxClFiOBUjcpxhXWg"
"Rap God","Eminem","The Marshall Mathers LP2 (Deluxe)","Favorite Songs","Favorite","USUM71314079","6sDQ4uiWw9OdVrCXFLSlZt"
"Not Afraid","Eminem","Recovery","Favorite Songs","Favorite","USUM71011769","4hEl2wrneFEJbJ6SDYWd2f"
"Love The Way You Lie","Eminem","Recovery","Favorite Songs","Favorite","USUM71015397","6UaRii9AH6Zss9xNMEQ2M9"
"Lose Yourself - From ""8 Mile"" Soundtrack","Eminem","Curtain Call (Deluxe)","Favorite Songs","Favorite","USIR10211559","7w9bgPAmPTtrkt2v16QWvQ"
"Dancing On My Own","Calum Scott","Dancing On My Own","Favorite Songs","Favorite","UK6KW1500205","02WacdrRpm4zlP8H7X6bnQ"
"The Sound of Silence","Simon & Garfunkel","The Graduate","Favorite Songs","Favorite","USSM19918647","2LkaNhCrNVmcYgXJeLVmsw"
"Hotel California - 2013 Remaster","Eagles","Hotel California (2013 Remaster)","Favorite Songs","Favorite","USEE11300353","40riOy7x9W7GXjyGp4pjAv"
"Right Here Waiting","Richard Marx","Repeat Offender","Favorite Songs","Favorite","USEM38900208","4LFwNJWoj74Yd71fIr1W8x"
"Sing A Song","Donavon Frankenreiter","Pass It Around","Favorite Songs","Favorite","USUM70821890","768J8t0hUr8E2NLBn40UL7"
"Kingdoms of Rain","Soulsavers","It's Not How Far You Fall, It's the Way You Land","Favorite Songs","Favorite","GBBLK0600593","2hGqNGOLU8EaT2IOEwh4B5"
"Who by Fire","Leonard Cohen","The Best Of Leonard Cohen","Favorite Songs","Favorite","USSM19917409","4PQKGcI9hHcBsqrsencmzZ"
"Wonderwall","Ryan Adams","Love Is Hell","Favorite Songs","Favorite","USMR10300309","7m2VsHmjyXZegtndWPgxOw"
"Promise","Ben Howard","Every Kingdom (Deluxe Version)","Favorite Songs","Favorite","GBUM71106371","4q1LP4YcHOIUy8XSqpR8HH"
"Invincible","mgk","Lace Up","Favorite Songs","Favorite","USUM71119407","2Ff58Djqll3IPWXZgeaDGy"
"Where Is My Mind","Mindy Jones","Under the Covers","Favorite Songs","Favorite","TCACE1583218","2YgpL8pSWIzoqoJJkI4rjD"
"Oh My Word","Flip Grater","While I'm Awake I'm At War","Favorite Songs","Favorite","NZMD11000007","6UUMHb56IGU7HclD6FW6qi"
"9 Crimes","Damien Rice","9","Favorite Songs","Favorite","IEABD0600100","08YEGpKt2LHJ0URCXKHEie"
"Bailando - Spanish Version","Enrique Iglesias","SEX AND LOVE","Favorite Songs","Favorite","GBUM71400955","75EveQXAVJzwuEO9gjfyGZ"
"Mad World","Gary Jules","Trading Snakeoil for Wolftickets","Favorite Songs","Favorite","USHM90699796","3JOVTQ5h8HGFnDdp4VT3MP"
"Growing Pains (As Long as We've Got Each Other)","TV Tunesters","Tv's Greatest Themes - 80's","Favorite Songs","Favorite","US4R31226706","1pPvkTd5zNa8b1Iv4Z8bZH"
"(Everything I Do) I Do It For You","Bryan Adams","The Best Of Me","Favorite Songs","Favorite","USAM19190012","5nydh0uIcz9gxSoJY6FtTn"
"Safe & Sound - The Hunger Games/Soundtrack Version","Taylor Swift","The Hunger Games: Songs From District 12 And Beyond","Favorite Songs","Favorite","USUM71120255","44yLjz5SIFMWAMsCCQ1kv8"
"Finally Found You","Enrique Iglesias","Finally Found You","Favorite Songs","Favorite","GBUM71205990","1i7gybd4iuAm3dSzktiCDN"
"El Perdedor","Enrique Iglesias","El Perdedor","Favorite Songs","Favorite","GBUM71308207","5kjciBkiwjjuFnsXFJpyRe"
"Loco","Enrique Iglesias","Loco","Favorite Songs","Favorite","GBUM71308652","206zN38xqN2chirwGTofP0"
"I'll Keep Coming","Low Roar","0","Favorite Songs","Favorite","USXLG1400204","5Pf5HwjqLAbYDVBQU7H7Oz"
"Exchange","Bryson Tiller","T R A P S O U L","Favorite Songs","Favorite","USRC11502185","43PuMrRfbyyuz4QpZ3oAwN"
"Stay With Me","Sam Smith","In The Lonely Hour (Drowning Shadows Edition)","Favorite Songs","Favorite","GBUM71308833","62NVyyEBiRxGae3SeB97nl"
"Never Forget You","Zara Larsson","Never Forget You","Favorite Songs","Favorite","SEWEE1500801","6WLS56xiRrXjSm9RSdL3zD"
"Close","Nick Jonas","Close","Favorite Songs","Favorite","USUM71602394","4Zpe9VME8DiFjLdqSqPRoZ"
"Cheap Thrills","Sia","This Is Acting","Favorite Songs","Favorite","USRC11502935","27SdWb2rFzO6GWiYDBTD9j"
"Never Be Like You","Flume","Skin","Favorite Songs","Favorite","AUFF01500784","15O20RQyWJgKrkHID9ynT9"
"Ride","Twenty One Pilots","Blurryface","Favorite Songs","Favorite","USAT21500598","2Z8WuEywRWYTKe1NybPQEW"
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Favorite Songs","Favorite","USRC11600876","6JV2JOEocMgcZxYSZelKcc"
"Pop Style","Drake","Views","Favorite Songs","Favorite","USCM51600086","1WRy5l3TwrwlzNmB5bOeKw"
"Controlla","Drake","Views","Favorite Songs","Favorite","USCM51600080","6F609ICg9Spjrw1epsAnpa"
"Needed Me","Rihanna","ANTI","Favorite Songs","Favorite","QM5FT1600118","3kfxarilcBr81mb2hmZLeh"
"Too Good","Drake","Views","Favorite Songs","Favorite","USCM51600088","11KJSRSgaDxqydKYiD2Jew"
"Antes de las Seis","Shakira","Sale el Sol","Favorite Songs","Favorite","USSD11000362","5J5uyhoBZxJwmjy2Zg6DgF"
"Sin Ti (Without You)","Myriam","10 Años","Favorite Songs","Favorite","MXF061200607","2lb1Vnp67wglWrJmsFs4oC"
"El Perdón (with Enrique Iglesias)","Nicky Jam","El Perdón (w/ Enrique Iglesias)","Favorite Songs","Favorite","USSD11500005","63MgFVcIldlw51imFtcgK1"
"DUELE EL CORAZON (feat. Wisin)","Enrique Iglesias","DUELE EL CORAZON (feat. Wisin)","Favorite Songs","Favorite","USRC11600642","6YZdkObH88npeKrrkb8Ggf"
"Hips Don't Lie (feat. Wyclef Jean)","Shakira","Oral Fixation, Vol. 2 (Expanded Edition)","Favorite Songs","Favorite","USSM10600677","3ZFTkvIE7kyPt6Nu3PEa7V"
"Tautou","Brand New","Deja Entendu","Favorite Songs","Favorite","USRZR0389601","0JyGnDD3eIubxqFMW4hzH5"
"Warning Call","CHVRCHES","Warning Call (Theme from Mirror’s Edge Catalyst)","Favorite Songs","Favorite","CAN111600075","46C9o6B27XyZIzzPnzki3V"
"To Build A Home","The Cinematic Orchestra","Ma Fleur","Favorite Songs","Favorite","GBCFB0700100","54KFQB6N4pn926IUUYZGzK"
"Let Her Go","Passenger","All The Little Lights","Favorite Songs","Favorite","GBMQN1100004","7DFNE7NO0raLIUbgzY2rzm"
"With Or Without You","U2","The Best of 1980-1990 & B-Sides","Favorite Songs","Favorite","GBAAN8790003","2JZfTvWWtpaE8NohqRXqFr"
"Still Alive","Lisa Miskovsky","Mirror's Edge Original Videogame Score","Favorite Songs","Favorite","CAN110800675","18p9jXsXTDLrvvgGyxFgd1"
"Hands To Myself","Selena Gomez","Revival (Deluxe)","Favorite Songs","Favorite","USUM71513592","1LoriJC05IrHIDwj3q0KC1"
"Sorry","Justin Bieber","Purpose (Deluxe)","Favorite Songs","Favorite","USUM71516760","09CtPGIpYB4BrO8qb1RGsF"
"Love Yourself","Justin Bieber","Purpose (Deluxe)","Favorite Songs","Favorite","USUM71516761","50kpGaPAhYJ3sGmk6vplg0"
"I Took A Pill In Ibiza - Seeb Remix","Mike Posner","The Truth (Remixes)","Favorite Songs","Favorite","USUM71509342","7HzCxalzzYQOFb9a7Xs3j6"
"My House","Flo Rida","My House","Favorite Songs","Favorite","USAT21500384","6Knv6wdA0luoMUuuoYi2i1"
"Me, Myself & I","G-Eazy","When It's Dark Out","Favorite Songs","Favorite","USRC11502210","40YcuQysJ0KlGQTeGUosTC"
"2 Phones","Kevin Gates","Islah (Deluxe)","Favorite Songs","Favorite","USAT21503158","0wdKiSBUT7aZkXUIdJWcwC"
"Jumpman","Drake","What A Time To Be Alive","Favorite Songs","Favorite","USCM51500300","46gjYTEK7W8ZTABcglGP2f"
"Roses","The Chainsmokers","Roses","Favorite Songs","Favorite","USQX91500801","3vv9phIu6Y1vX3jcqaGz5Z"
"Don't Mind","Kent Jones","Don't Mind","Favorite Songs","Favorite","USSM11603011","27PmvZoffODNFW2p7ehZTQ"
"i hate u, i love u (feat. olivia o'brien)","gnash","us","Favorite Songs","Favorite","USAT21601051","7vRriwrloYVaoAe3a9wJHe"
"PILLOWTALK","ZAYN","Mind Of Mine (Deluxe Edition)","Favorite Songs","Favorite","USRC11600042","0PDUDa38GO8lMxLCRc4lL1"
"Middle","DJ Snake","Middle","Favorite Songs","Favorite","USUM71515784","2Fn3coxd0xAZ09JtrgcgHa"
"7 Years","Lukas Graham","Lukas Graham","Favorite Songs","Favorite","USWB11506516","5kqIPrATaCc2LqxVWzQGbk"
"Low Life (feat. The Weeknd)","Future","EVOL","Favorite Songs","Favorite","USSM11600557","7EiZI6JVHllARrX9PUvAdX"
"Work","Rihanna","ANTI (Deluxe)","Favorite Songs","Favorite","QM5FT1600116","14WWzenpaEgQZlqPq2nk4v"
"This Is What You Came For","Calvin Harris","This Is What You Came For","Favorite Songs","Favorite","GBARL1600460","0azC730Exh71aQlOt9Zj3y"
"Panda","Desiigner","Panda","Favorite Songs","Favorite","USUM71601094","46THN9jjPWhSqFUu6YsBhv"
"Don't Let Me Down","The Chainsmokers","Don't Let Me Down","Favorite Songs","Favorite","USQX91600011","1i1fxkWeaMmKEB4T7zqbzK"
"One Dance","Drake","Views","Favorite Songs","Favorite","USCM51600028","1xznGGDReH1oQq0xzbwXa3"
